ID,Dt_Customer,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Country,Monetary,Frequency,Recency
749,11/19/2013,46,7,59,2,4,27,3,1,3,6,SP,145,7,31
,,,,,,,,,,,,,0,0,
1503,6/3/2013,85,1,16,2,1,2,0,0,1,1,SP,107,1,31
,,,,,,,,,,,,,0,0,
8650,3/18/2013,5,6,10,6,5,10,1,0,3,4,SP,42,4,31
,,,,,,,,,,,,,0,0,
607,2/13/2013,302,29,131,32,0,27,8,1,7,8,IND,521,16,31
,,,,,,,,,,,,,0,0,
1008,12/21/2012,728,17,133,11,8,124,7,3,13,6,GER,1021,23,31
,,,,,,,,,,,,,0,0,
9396,11/23/2012,9,0,6,4,1,5,1,0,2,9,SA,25,3,31
,,,,,,,,,,,,,0,0,
933,11/23/2012,9,0,6,4,1,5,1,0,2,9,SP,25,3,31
,,,,,,,,,,,,,0,0,
5710,10/10/2012,110,0,5,2,0,3,2,1,4,5,AUS,120,7,31
,,,,,,,,,,,,,0,0,
2882,10/1/2012,711,28,142,49,18,47,3,2,9,8,SA,995,14,31
,,,,,,,,,,,,,0,0,
2379,9/22/2012,778,44,499,95,73,146,3,4,5,7,SA,1635,12,31
,,,,,,,,,,,,,0,0,
5342,8/8/2012,0,1,3,10,6,9,1,0,3,8,CA,29,4,31
,,,,,,,,,,,,,0,0,
3262,8/7/2012,995,112,417,42,48,41,2,9,13,5,SP,1655,24,31
,,,,,,,,,,,,,0,0,
5832,4/20/2014,493,183,352,184,23,28,3,5,13,0,SP,1263,21,32
,,,,,,,,,,,,,0,0,
5025,12/24/2013,23,17,23,43,20,9,2,1,4,3,SP,135,7,32
,,,,,,,,,,,,,0,0,
569,12/14/2013,704,129,853,120,74,111,5,6,7,2,SP,1991,18,32
,,,,,,,,,,,,,0,0,
3102,10/16/2013,2,3,12,3,5,7,1,0,3,8,CA,32,4,32
,,,,,,,,,,,,,0,0,
9449,10/4/2013,415,5,124,15,35,11,5,2,11,3,SA,605,18,32
,,,,,,,,,,,,,0,0,
8104,8/9/2013,241,0,12,0,0,25,5,1,5,7,SP,278,11,32
,,,,,,,,,,,,,0,0,
75,7/25/2013,34,11,137,179,61,45,8,1,5,8,US,467,14,32
,,,,,,,,,,,,,0,0,
6421,7/3/2013,1050,178,555,77,138,118,4,7,9,1,SP,2116,20,32
,,,,,,,,,,,,,0,0,
3037,6/20/2013,135,46,92,65,61,11,5,2,7,5,CA,410,14,32
,,,,,,,,,,,,,0,0,
4698,6/20/2013,135,46,92,65,61,11,5,2,7,5,SP,410,14,32
,,,,,,,,,,,,,0,0,
948,5/15/2013,4,7,7,6,4,13,1,2,2,5,SP,41,5,32
,,,,,,,,,,,,,0,0,
6177,5/8/2013,76,10,56,3,1,23,4,0,4,8,US,169,8,32
,,,,,,,,,,,,,0,0,
3517,5/6/2013,50,4,44,10,10,43,3,1,3,9,SP,161,7,32
,,,,,,,,,,,,,0,0,
3491,4/29/2013,384,60,364,119,101,232,11,6,8,7,US,1260,25,32
,,,,,,,,,,,,,0,0,
7610,4/18/2013,275,0,86,10,23,66,6,3,5,8,SP,460,14,32
,,,,,,,,,,,,,0,0,
4377,1/7/2013,254,10,44,30,10,227,7,3,3,7,CA,575,13,32
,,,,,,,,,,,,,0,0,
9850,11/29/2012,3,6,7,0,0,3,0,0,3,7,SP,19,3,32
,,,,,,,,,,,,,0,0,
5544,11/10/2012,957,40,175,158,53,107,7,8,5,5,SP,1490,20,32
,,,,,,,,,,,,,0,0,
6497,11/7/2012,293,6,23,13,6,92,6,2,5,8,AUS,433,13,32
,,,,,,,,,,,,,0,0,
4543,10/31/2012,777,129,573,216,21,203,2,7,9,4,SA,1919,18,32
,,,,,,,,,,,,,0,0,
5117,8/2/2012,63,151,137,153,19,53,4,4,8,5,SP,576,16,32
,,,,,,,,,,,,,0,0,
1448,6/25/2014,21,12,12,0,3,3,2,0,4,4,IND,51,6,33
,,,,,,,,,,,,,0,0,
6887,4/24/2014,245,16,223,21,43,16,8,1,8,6,GER,564,17,33
,,,,,,,,,,,,,0,0,
7500,4/24/2014,245,16,223,21,43,16,8,1,8,6,SP,564,17,33
,,,,,,,,,,,,,0,0,
2724,3/30/2014,12,0,1,0,0,6,0,1,2,3,SP,19,3,33
,,,,,,,,,,,,,0,0,
2256,3/29/2014,17,0,3,0,0,1,1,0,3,6,SP,21,4,33
,,,,,,,,,,,,,0,0,
1100,3/24/2014,24,4,22,0,2,9,3,1,3,5,CA,61,7,33
,,,,,,,,,,,,,0,0,
7725,3/8/2014,173,26,255,35,71,81,4,4,7,1,IND,641,15,33
,,,,,,,,,,,,,0,0,
2612,12/24/2013,754,160,625,63,32,48,7,5,12,3,SA,1682,24,33
,,,,,,,,,,,,,0,0,
113,7/16/2013,11,0,7,3,1,6,1,0,3,5,SP,28,4,33
,,,,,,,,,,,,,0,0,
2868,4/8/2013,20,1,28,3,3,2,2,0,3,8,US,57,5,33
,,,,,,,,,,,,,0,0,
4216,2/22/2013,822,114,108,179,137,114,7,9,9,3,SP,1474,25,33
,,,,,,,,,,,,,0,0,
199,1/20/2013,219,3,60,12,9,12,4,1,7,7,CA,315,12,33
,,,,,,,,,,,,,0,0,
359,1/13/2013,373,14,83,6,9,19,8,2,6,7,SP,504,16,33
,,,,,,,,,,,,,0,0,
8842,12/25/2012,15,0,12,7,3,7,2,0,3,7,SP,44,5,33
,,,,,,,,,,,,,0,0,
2154,12/25/2012,15,0,12,7,3,7,2,0,3,7,SP,44,5,33
,,,,,,,,,,,,,0,0,
6050,12/11/2012,1171,43,219,19,14,47,6,3,13,9,IND,1513,22,33
,,,,,,,,,,,,,0,0,
9204,9/12/2012,371,159,194,58,106,141,4,3,6,3,SP,1029,13,33
,,,,,,,,,,,,,0,0,
4472,6/27/2014,23,0,8,6,2,18,1,1,3,2,AUS,57,5,34
,,,,,,,,,,,,,0,0,
6864,5/22/2014,8,4,10,2,2,4,3,0,3,5,AUS,30,6,34
,,,,,,,,,,,,,0,0,
10617,5/22/2014,8,4,10,2,2,4,3,0,3,5,SP,30,6,34
,,,,,,,,,,,,,0,0,
3924,3/17/2014,801,0,80,0,0,35,8,3,12,5,SA,916,23,34
,,,,,,,,,,,,,0,0,
5654,3/16/2014,20,4,10,6,4,17,2,0,3,6,AUS,61,5,34
,,,,,,,,,,,,,0,0,
9216,1/23/2014,23,2,11,3,1,4,2,0,3,6,CA,44,5,34
,,,,,,,,,,,,,0,0,
8086,12/11/2013,48,0,2,0,0,5,2,0,3,7,SA,55,5,34
,,,,,,,,,,,,,0,0,
9097,11/3/2013,244,8,32,7,2,50,3,1,8,4,SP,343,12,34
,,,,,,,,,,,,,0,0,
7631,10/6/2013,562,58,168,43,16,142,5,7,10,3,IND,989,22,34
,,,,,,,,,,,,,0,0,
7275,10/4/2013,79,1,31,4,4,12,2,1,4,6,US,131,7,34
,,,,,,,,,,,,,0,0,
8334,10/4/2013,79,1,31,4,4,12,2,1,4,6,SP,131,7,34
,,,,,,,,,,,,,0,0,
1987,9/25/2013,1,10,11,19,3,15,2,0,3,6,SP,59,5,34
,,,,,,,,,,,,,0,0,
2281,9/15/2013,4,3,7,0,3,11,1,0,2,7,GER,28,3,34
,,,,,,,,,,,,,0,0,
7034,9/1/2013,8,7,9,13,6,12,2,0,3,8,CA,55,5,34
,,,,,,,,,,,,,0,0,
2797,8/20/2013,707,20,171,65,60,50,9,7,9,5,SP,1073,25,34
,,,,,,,,,,,,,0,0,
3934,8/2/2013,356,0,107,19,9,117,7,1,8,5,IND,608,16,34
,,,,,,,,,,,,,0,0,
2493,8/2/2013,356,0,107,19,9,117,7,1,8,5,GER,608,16,34
,,,,,,,,,,,,,0,0,
3759,7/25/2013,743,19,181,12,0,200,7,6,11,5,SP,1155,24,34
,,,,,,,,,,,,,0,0,
965,11/13/2012,235,65,164,50,49,27,7,3,7,6,US,590,17,34
,,,,,,,,,,,,,0,0,
7378,8/31/2012,393,5,136,7,5,27,10,1,6,9,SP,573,17,34
,,,,,,,,,,,,,0,0,
1859,8/27/2012,721,111,925,97,18,18,7,6,5,5,GER,1890,18,34
,,,,,,,,,,,,,0,0,
6263,8/22/2012,28,9,37,12,7,13,2,0,4,8,SP,106,6,34
,,,,,,,,,,,,,0,0,
2072,8/16/2012,896,10,101,13,10,34,4,2,9,9,CA,1064,15,34
,,,,,,,,,,,,,0,0,
8908,5/8/2014,217,76,690,50,26,38,3,11,5,1,CA,1097,19,35
,,,,,,,,,,,,,0,0,
738,4/4/2014,48,13,57,24,15,25,3,1,4,7,IND,182,8,35
,,,,,,,,,,,,,0,0,
10129,3/12/2014,482,147,509,104,107,107,3,5,12,1,SP,1456,20,35
,,,,,,,,,,,,,0,0,
807,2/15/2014,167,2,89,0,0,34,6,1,4,8,IND,292,11,35
,,,,,,,,,,,,,0,0,
3334,2/12/2014,879,143,797,106,143,143,5,7,9,1,SP,2211,21,35
,,,,,,,,,,,,,0,0,
5423,10/27/2013,6,0,5,2,1,2,1,0,2,7,SA,16,3,35
,,,,,,,,,,,,,0,0,
4426,9/22/2013,367,4,51,6,4,95,7,2,6,7,US,527,15,35
,,,,,,,,,,,,,0,0,
10489,8/19/2013,693,21,925,31,24,84,6,7,9,2,SA,1778,22,35
,,,,,,,,,,,,,0,0,
2570,7/23/2013,691,7,61,10,0,46,10,4,7,8,SP,815,21,35
,,,,,,,,,,,,,0,0,
3834,3/17/2013,231,161,215,171,30,53,8,2,11,5,US,861,21,35
,,,,,,,,,,,,,0,0,
590,12/22/2012,816,66,549,216,66,99,5,6,4,3,SP,1812,15,35
,,,,,,,,,,,,,0,0,
4791,12/16/2012,19,1,17,2,0,2,1,0,3,8,AUS,41,4,35
,,,,,,,,,,,,,0,0,
5304,10/13/2012,24,0,8,0,0,1,1,0,3,6,SA,33,4,35
,,,,,,,,,,,,,0,0,
2426,9/14/2012,483,74,114,169,37,18,5,10,13,3,SP,895,28,35
,,,,,,,,,,,,,0,0,
35,9/8/2012,32,1,64,16,12,85,2,2,3,6,SP,210,7,35
,,,,,,,,,,,,,0,0,
8041,9/8/2012,595,71,153,120,112,41,3,2,10,9,SA,1092,15,35
,,,,,,,,,,,,,0,0,
3584,8/20/2012,1181,26,120,17,13,39,5,10,5,8,CA,1396,20,35
,,,,,,,,,,,,,0,0,
7718,4/20/2014,244,51,270,101,0,45,1,3,5,1,SP,711,9,36
,,,,,,,,,,,,,0,0,
8605,3/23/2014,48,0,14,0,0,6,2,0,3,6,SP,68,5,36
,,,,,,,,,,,,,0,0,
1646,3/16/2014,4,9,12,11,2,8,1,1,3,3,CA,46,5,36
,,,,,,,,,,,,,0,0,
9206,1/7/2014,491,48,231,112,105,134,5,7,12,1,SP,1121,24,36
,,,,,,,,,,,,,0,0,
10757,12/24/2013,4,2,5,2,0,0,1,0,2,6,SP,13,3,36
,,,,,,,,,,,,,0,0,
6885,12/1/2013,38,0,12,3,1,1,2,0,3,7,CA,55,5,36
,,,,,,,,,,,,,0,0,
907,11/29/2013,254,6,71,4,0,27,5,1,7,5,SP,362,13,36
,,,,,,,,,,,,,0,0,
1150,9/26/2013,755,144,562,104,64,224,4,6,4,1,SP,1853,14,36
,,,,,,,,,,,,,0,0,
3867,8/31/2013,410,112,420,0,82,71,9,3,13,4,SP,1095,25,36
,,,,,,,,,,,,,0,0,
3859,8/31/2013,410,112,420,0,82,71,9,3,13,4,SA,1095,25,36
,,,,,,,,,,,,,0,0,
3265,3/19/2013,21,1,9,7,3,5,1,0,3,6,SP,46,4,36
,,,,,,,,,,,,,0,0,
4418,2/25/2013,671,47,655,145,111,15,7,5,12,2,CA,1644,24,36
,,,,,,,,,,,,,0,0,
4611,1/21/2013,1009,181,104,202,21,207,9,8,13,3,SP,1724,30,36
,,,,,,,,,,,,,0,0,
4530,10/24/2012,972,19,595,180,26,138,3,7,10,3,GER,1930,20,36
,,,,,,,,,,,,,0,0,
7736,10/22/2012,11,7,12,2,2,27,2,1,2,5,SP,61,5,36
,,,,,,,,,,,,,0,0,
9949,10/18/2012,598,16,141,32,41,49,3,3,6,8,CA,877,12,36
,,,,,,,,,,,,,0,0,
942,8/8/2012,139,13,78,20,13,36,7,1,3,9,SP,299,11,36
,,,,,,,,,,,,,0,0,
6181,7/31/2012,488,21,238,56,108,28,8,7,11,6,US,939,26,36
,,,,,,,,,,,,,0,0,
7660,5/19/2014,15,0,8,4,2,20,1,1,2,5,CA,49,4,37
,,,,,,,,,,,,,0,0,
2055,5/19/2014,15,0,8,4,2,20,1,1,2,5,SP,49,4,37
,,,,,,,,,,,,,0,0,
5107,5/19/2014,15,0,8,4,2,20,1,1,2,5,SP,49,4,37
,,,,,,,,,,,,,0,0,
1626,5/19/2014,15,0,8,4,2,20,1,1,2,5,SA,49,4,37
,,,,,,,,,,,,,0,0,
6428,5/3/2014,605,10,345,84,54,32,1,8,7,0,SP,1130,16,37
,,,,,,,,,,,,,0,0,
9617,4/16/2014,0,4,5,6,0,4,1,0,3,3,SA,19,4,37
,,,,,,,,,,,,,0,0,
4339,12/31/2013,702,17,151,0,8,35,5,6,12,2,AUS,913,23,37
,,,,,,,,,,,,,0,0,
7235,12/9/2013,2,5,12,4,8,7,2,0,4,5,GER,38,6,37
,,,,,,,,,,,,,0,0,
8527,12/7/2013,239,7,119,4,15,11,6,2,6,7,SP,395,14,37
,,,,,,,,,,,,,0,0,
1968,12/2/2013,5,1,5,10,0,7,1,0,2,7,SA,28,3,37
,,,,,,,,,,,,,0,0,
9862,11/14/2013,1,6,7,11,5,3,2,0,3,6,CA,33,5,37
,,,,,,,,,,,,,0,0,
11075,10/29/2013,183,2,64,7,2,12,3,3,5,4,CA,270,11,37
,,,,,,,,,,,,,0,0,
6658,7/22/2013,771,51,154,54,10,154,11,2,12,6,SP,1194,25,37
,,,,,,,,,,,,,0,0,
4552,6/22/2013,83,2,101,64,26,117,3,5,3,4,SP,393,11,37
,,,,,,,,,,,,,0,0,
10377,6/6/2013,170,6,97,24,12,88,6,1,5,6,SP,397,12,37
,,,,,,,,,,,,,0,0,
5336,6/4/2013,39,1,9,2,0,8,1,0,1,1,SP,59,2,37
,,,,,,,,,,,,,0,0,
10350,5/9/2013,33,0,5,0,0,0,1,0,3,4,SP,38,4,37
,,,,,,,,,,,,,0,0,
11071,4/21/2013,450,133,951,173,0,216,3,6,6,1,CA,1923,15,37
,,,,,,,,,,,,,0,0,
11100,4/11/2013,51,2,7,0,1,2,2,0,3,7,CA,63,5,37
,,,,,,,,,,,,,0,0,
6516,3/18/2013,0,0,1,7,4,6,1,0,2,7,AUS,18,3,37
,,,,,,,,,,,,,0,0,
1734,1/17/2013,59,0,11,4,2,5,3,0,4,7,SA,81,7,37
,,,,,,,,,,,,,0,0,
2131,12/30/2012,1063,89,102,16,12,25,9,4,6,6,SP,1307,19,37
,,,,,,,,,,,,,0,0,
6439,8/17/2012,789,0,133,0,28,152,11,5,8,7,SA,1102,24,37
,,,,,,,,,,,,,0,0,
10591,8/6/2012,63,10,83,7,19,19,4,1,4,7,SP,201,9,37
,,,,,,,,,,,,,0,0,
9797,4/13/2014,228,19,130,4,11,51,3,3,8,2,SP,443,14,38
,,,,,,,,,,,,,0,0,
9336,3/22/2014,512,0,83,0,0,41,6,2,10,4,SP,636,18,38
,,,,,,,,,,,,,0,0,
2174,3/8/2014,11,1,6,2,1,6,1,1,2,5,US,27,4,38
,,,,,,,,,,,,,0,0,
3197,12/16/2013,275,59,107,69,101,59,6,4,8,4,SP,670,18,38
,,,,,,,,,,,,,0,0,
9185,10/28/2013,452,20,514,13,30,0,4,6,5,3,SP,1029,15,38
,,,,,,,,,,,,,0,0,
905,10/22/2013,7,17,18,6,10,26,4,0,3,8,SA,84,7,38
,,,,,,,,,,,,,0,0,
10858,9/9/2013,355,30,177,90,138,30,9,5,7,5,SP,820,21,38
,,,,,,,,,,,,,0,0,
8925,7/3/2013,512,53,98,81,179,89,8,5,10,5,SP,1012,23,38
,,,,,,,,,,,,,0,0,
2499,5/6/2013,204,97,97,21,118,26,5,2,10,4,SP,563,17,38
,,,,,,,,,,,,,0,0,
1109,4/23/2013,6,0,5,0,0,1,1,0,2,7,SP,12,3,38
,,,,,,,,,,,,,0,0,
326,2/18/2013,235,6,45,8,9,12,5,1,6,6,IND,315,12,38
,,,,,,,,,,,,,0,0,
10967,2/6/2013,33,6,40,3,7,10,2,0,4,7,SA,99,6,38
,,,,,,,,,,,,,0,0,
5370,1/16/2013,239,3,141,0,7,23,7,1,6,8,SP,413,14,38
,,,,,,,,,,,,,0,0,
2098,1/8/2013,11,0,5,0,0,1,1,0,2,8,SP,17,3,38
,,,,,,,,,,,,,0,0,
1773,12/4/2012,5,6,15,11,7,13,2,0,3,9,SA,57,5,38
,,,,,,,,,,,,,0,0,
5036,11/28/2012,252,3,42,4,3,102,4,5,3,6,SP,406,12,38
,,,,,,,,,,,,,0,0,
4856,11/6/2012,556,54,845,202,133,63,7,7,10,3,IND,1853,24,38
,,,,,,,,,,,,,0,0,
8722,11/6/2012,556,54,845,202,133,63,7,7,10,3,CA,1853,24,38
,,,,,,,,,,,,,0,0,
2156,11/3/2012,27,0,10,0,0,4,2,0,4,5,SP,41,6,38
,,,,,,,,,,,,,0,0,
2569,10/10/2012,3,14,17,6,1,5,1,0,3,8,US,46,4,38
,,,,,,,,,,,,,0,0,
10151,9/12/2012,317,46,247,151,46,139,4,5,12,3,SP,946,21,38
,,,,,,,,,,,,,0,0,
10473,9/10/2012,158,19,288,25,0,38,6,4,9,7,SP,528,19,38
,,,,,,,,,,,,,0,0,
7079,9/8/2012,897,23,207,15,11,92,9,6,12,6,SA,1245,27,38
,,,,,,,,,,,,,0,0,
6875,8/28/2012,167,13,180,86,13,70,7,3,5,8,CA,529,15,38
,,,,,,,,,,,,,0,0,
6728,8/27/2012,16,0,17,6,3,6,1,0,3,9,SP,48,4,38
,,,,,,,,,,,,,0,0,
2471,6/27/2014,48,58,68,16,66,43,3,2,6,2,SA,299,11,39
,,,,,,,,,,,,,0,0,
49,5/11/2014,2,3,6,4,1,9,1,1,2,7,CA,25,4,39
,,,,,,,,,,,,,0,0,
4973,5/11/2014,2,3,6,4,1,9,1,1,2,7,CA,25,4,39
,,,,,,,,,,,,,0,0,
6387,5/8/2014,42,0,17,0,0,18,2,1,3,5,SA,77,6,39
,,,,,,,,,,,,,0,0,
5866,3/20/2014,97,3,66,12,7,34,4,1,4,7,SP,219,9,39
,,,,,,,,,,,,,0,0,
8523,12/14/2013,24,1,16,12,2,5,4,0,3,8,CA,60,7,39
,,,,,,,,,,,,,0,0,
7901,11/6/2013,9,1,5,2,1,4,0,0,3,4,AUS,22,3,39
,,,,,,,,,,,,,0,0,
898,10/21/2013,38,15,54,3,8,29,3,0,4,8,SP,147,7,39
,,,,,,,,,,,,,0,0,
10242,9/16/2013,56,0,11,0,0,8,2,0,4,5,SP,75,6,39
,,,,,,,,,,,,,0,0,
5835,7/2/2013,21,2,28,3,2,9,2,0,4,8,SP,65,6,39
,,,,,,,,,,,,,0,0,
6919,6/4/2013,4,7,15,13,9,15,2,1,3,6,SP,63,6,39
,,,,,,,,,,,,,0,0,
6197,4/20/2013,37,0,17,0,0,3,3,0,3,9,SP,57,6,39
,,,,,,,,,,,,,0,0,
4201,3/3/2013,229,7,137,4,0,91,4,2,8,5,IND,468,14,39
,,,,,,,,,,,,,0,0,
5092,2/12/2013,380,0,47,6,0,34,7,1,7,8,SP,467,15,39
,,,,,,,,,,,,,0,0,
6566,11/8/2012,826,50,317,50,38,38,5,2,12,8,AUS,1319,19,39
,,,,,,,,,,,,,0,0,
6613,10/12/2012,513,7,133,46,14,14,8,4,8,8,AUS,727,20,39
,,,,,,,,,,,,,0,0,
9094,8/3/2012,313,15,47,20,0,192,7,4,3,6,SP,587,14,39
,,,,,,,,,,,,,0,0,
9847,8/3/2012,313,15,47,20,0,192,7,4,3,6,SP,587,14,39
,,,,,,,,,,,,,0,0,
10767,5/16/2014,760,40,480,0,40,26,3,5,12,1,US,1346,20,40
,,,,,,,,,,,,,0,0,
7943,4/25/2014,18,0,6,3,3,5,1,1,3,2,SA,35,5,40
,,,,,,,,,,,,,0,0,
1055,3/20/2014,29,0,8,2,0,6,1,0,3,4,GER,45,4,40
,,,,,,,,,,,,,0,0,
1458,1/7/2014,8,3,19,3,3,8,3,0,3,6,SP,44,6,40
,,,,,,,,,,,,,0,0,
8402,12/17/2013,329,35,222,130,35,43,7,5,8,4,AUS,794,20,40
,,,,,,,,,,,,,0,0,
6246,11/13/2013,703,102,601,0,58,43,3,11,8,1,CA,1507,22,40
,,,,,,,,,,,,,0,0,
4654,11/7/2013,571,12,523,63,60,24,3,10,5,2,SA,1253,18,40
,,,,,,,,,,,,,0,0,
6103,9/6/2013,40,15,15,17,6,7,2,1,3,4,AUS,100,6,40
,,,,,,,,,,,,,0,0,
8147,7/6/2013,28,0,11,0,0,9,2,0,3,8,SP,48,5,40
,,,,,,,,,,,,,0,0,
10207,6/19/2013,5,1,8,0,0,1,1,0,2,8,SA,15,3,40
,,,,,,,,,,,,,0,0,
4838,6/19/2013,5,1,8,0,0,1,1,0,2,8,IND,15,3,40
,,,,,,,,,,,,,0,0,
10219,6/18/2013,6,2,15,6,6,3,1,0,3,8,CA,38,4,40
,,,,,,,,,,,,,0,0,
2176,5/20/2013,1218,16,272,104,0,80,5,3,6,6,SA,1690,14,40
,,,,,,,,,,,,,0,0,
9121,5/20/2013,1218,16,272,104,0,80,5,3,6,6,AUS,1690,14,40
,,,,,,,,,,,,,0,0,
5802,2/28/2013,2,7,11,16,12,27,2,0,4,6,GER,75,6,40
,,,,,,,,,,,,,0,0,
10790,2/19/2013,9,0,5,0,0,7,1,0,2,8,SP,21,3,40
,,,,,,,,,,,,,0,0,
178,2/18/2013,478,0,193,110,75,117,8,3,11,5,SP,973,22,40
,,,,,,,,,,,,,0,0,
2308,11/18/2012,110,5,137,26,23,29,6,1,5,7,SP,330,12,40
,,,,,,,,,,,,,0,0,
7431,11/10/2012,1332,17,311,23,51,86,7,4,5,9,CA,1820,16,40
,,,,,,,,,,,,,0,0,
9405,10/15/2012,84,3,61,2,1,21,3,1,4,7,SA,172,8,40
,,,,,,,,,,,,,0,0,
10525,10/13/2012,10,0,8,0,0,9,1,0,2,9,SP,27,3,40
,,,,,,,,,,,,,0,0,
7503,10/12/2012,1032,105,779,137,105,51,5,8,9,4,GER,2209,22,40
,,,,,,,,,,,,,0,0,
8783,9/8/2012,296,13,104,11,13,17,4,2,9,3,AUS,454,15,40
,,,,,,,,,,,,,0,0,
1403,9/6/2012,8,4,15,3,5,3,1,0,3,7,SP,38,4,40
,,,,,,,,,,,,,0,0,
4643,8/26/2012,8,26,46,38,9,49,3,0,4,8,AUS,176,7,40
,,,,,,,,,,,,,0,0,
3463,6/14/2014,674,62,134,0,26,8,7,3,13,5,IND,904,23,41
,,,,,,,,,,,,,0,0,
4055,5/29/2014,2,10,11,12,9,20,3,0,3,6,SP,64,6,41
,,,,,,,,,,,,,0,0,
7010,4/7/2014,635,114,254,132,152,76,6,6,7,3,SP,1363,19,41
,,,,,,,,,,,,,0,0,
4767,4/7/2014,635,114,254,132,152,76,6,6,7,3,SP,1363,19,41
,,,,,,,,,,,,,0,0,
1927,3/23/2014,399,27,159,58,8,39,4,4,5,2,GER,690,13,41
,,,,,,,,,,,,,0,0,
437,1/25/2014,294,142,218,164,58,151,3,8,11,1,AUS,1027,22,41
,,,,,,,,,,,,,0,0,
4331,1/23/2014,913,26,376,17,26,13,3,6,11,1,SP,1371,20,41
,,,,,,,,,,,,,0,0,
4084,1/17/2014,224,155,155,192,93,54,6,4,11,4,CA,873,21,41
,,,,,,,,,,,,,0,0,
8135,10/28/2013,7,4,23,7,0,11,1,0,3,7,SA,52,4,41
,,,,,,,,,,,,,0,0,
9750,2/7/2013,731,60,353,78,12,73,10,3,5,7,SP,1307,18,41
,,,,,,,,,,,,,0,0,
6682,12/11/2012,2,8,1,4,7,15,1,0,3,8,SP,37,4,41
,,,,,,,,,,,,,0,0,
10581,10/31/2012,281,7,84,15,0,119,7,3,4,8,SP,506,14,41
,,,,,,,,,,,,,0,0,
3710,10/12/2012,19,0,35,6,4,17,2,1,2,7,SP,81,5,41
,,,,,,,,,,,,,0,0,
5207,9/24/2012,489,6,152,8,6,132,9,4,6,8,SP,793,19,41
,,,,,,,,,,,,,0,0,
9360,8/8/2012,86,2,73,69,38,48,4,2,5,8,US,316,11,41
,,,,,,,,,,,,,0,0,
4679,5/23/2014,721,0,152,119,50,50,7,6,12,4,SP,1092,25,42
,,,,,,,,,,,,,0,0,
1340,4/24/2014,551,137,792,179,103,33,6,7,13,1,SP,1795,26,42
,,,,,,,,,,,,,0,0,
10839,4/14/2014,6,5,5,8,0,5,1,0,3,4,CA,29,4,42
,,,,,,,,,,,,,0,0,
5303,4/8/2014,471,0,510,99,21,12,6,4,9,2,SA,1113,19,42
,,,,,,,,,,,,,0,0,
9829,2/12/2014,22,4,17,12,10,13,2,0,4,6,SP,78,6,42
,,,,,,,,,,,,,0,0,
10469,2/5/2014,519,71,860,93,27,53,6,2,9,2,IND,1623,17,42
,,,,,,,,,,,,,0,0,
3602,12/31/2013,140,3,29,4,5,14,3,2,4,4,SP,195,9,42
,,,,,,,,,,,,,0,0,
4756,12/20/2013,176,29,818,0,33,112,7,6,11,4,SP,1168,24,42
,,,,,,,,,,,,,0,0,
8181,9/13/2013,51,12,49,17,24,24,4,1,3,8,SP,177,8,42
,,,,,,,,,,,,,0,0,
6958,7/5/2013,14,0,4,0,0,8,1,1,2,6,AUS,26,4,42
,,,,,,,,,,,,,0,0,
10856,7/2/2013,31,0,6,0,1,8,1,0,3,6,CA,46,4,42
,,,,,,,,,,,,,0,0,
3321,5/5/2013,421,5,90,0,16,10,7,3,7,5,CA,542,17,42
,,,,,,,,,,,,,0,0,
5394,3/17/2013,3,9,4,7,8,7,1,1,4,3,SP,38,6,42
,,,,,,,,,,,,,0,0,
433,3/10/2013,534,5,47,0,5,41,11,1,6,8,CA,632,18,42
,,,,,,,,,,,,,0,0,
6320,2/6/2013,768,44,561,77,44,14,6,6,10,3,SP,1508,22,42
,,,,,,,,,,,,,0,0,
5376,1/6/2013,1,1,1725,1,1,1,0,28,0,1,US,1730,28,42
,,,,,,,,,,,,,0,0,
1867,11/13/2012,652,48,350,94,84,108,9,3,6,5,SP,1336,18,42
,,,,,,,,,,,,,0,0,
4324,10/29/2012,235,0,235,19,4,191,8,1,7,8,SP,684,16,42
,,,,,,,,,,,,,0,0,
3661,10/12/2012,594,51,631,72,55,32,4,6,8,2,IND,1435,18,42
,,,,,,,,,,,,,0,0,
521,9/18/2012,174,77,203,6,24,97,8,1,7,7,SP,581,16,42
,,,,,,,,,,,,,0,0,
10403,6/18/2014,2,13,6,7,5,11,3,0,3,7,CA,44,6,43
,,,,,,,,,,,,,0,0,
7186,5/26/2014,24,0,2,0,0,9,1,1,2,5,IND,35,4,43
,,,,,,,,,,,,,0,0,
4329,5/23/2014,6,0,6,2,1,1,1,0,3,7,AUS,16,4,43
,,,,,,,,,,,,,0,0,
4394,5/23/2014,1142,29,249,38,29,14,5,5,12,2,SP,1501,22,43
,,,,,,,,,,,,,0,0,
1717,4/13/2014,80,15,93,20,13,52,5,1,4,8,SA,273,10,43
,,,,,,,,,,,,,0,0,
1016,3/30/2014,41,1,6,2,0,5,2,0,3,6,CA,55,5,43
,,,,,,,,,,,,,0,0,
3783,3/24/2014,105,0,10,0,1,0,2,1,4,5,SA,116,7,43
,,,,,,,,,,,,,0,0,
